Agency,Month,Count,Fiscal Year,Source File Date,Source File
CBP,Sep,3632,FY24,2024-09-17,FY24_detentionStats09172024.xlsx
ICE,Oct,6841,FY24,2024-09-17,FY24_detentionStats09172024.xlsx
ICE,Nov,6770,FY24,2024-09-17,FY24_detentionStats09172024.xlsx
ICE,Dec,7736,FY24,2024-09-17,FY24_detentionStats09172024.xlsx
ICE,Jan,6538,FY24,2024-09-17,FY24_detentionStats09172024.xlsx
ICE,Feb,7387,FY24,2024-09-17,FY24_detentionStats09172024.xlsx
ICE,Mar,7548,FY24,2024-09-17,FY24_detentionStats09172024.xlsx
ICE,Apr,8442,FY24,2024-09-17,FY24_detentionStats09172024.xlsx
ICE,May,8451,FY24,2024-09-17,FY24_detentionStats09172024.xlsx
ICE,Jun,7358,FY24,2024-09-17,FY24_detentionStats09172024.xlsx
ICE,Jul,8008,FY24,2024-09-17,FY24_detentionStats09172024.xlsx
ICE,Aug,8188,FY24,2024-09-17,FY24_detentionStats09172024.xlsx
ICE,Sep,1634,FY24,2024-09-17,FY24_detentionStats09172024.xlsx
CBP,Oct,17295,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
CBP,Nov,7640,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
CBP,Dec,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
CBP,Jan,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
CBP,Feb,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
CBP,Mar,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
CBP,Apr,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
CBP,May,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
CBP,Jun,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
CBP,Jul,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
CBP,Aug,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
CBP,Sep,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
ICE,Oct,6803,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
ICE,Nov,4339,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
ICE,Dec,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
ICE,Jan,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
ICE,Feb,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
ICE,Mar,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
ICE,Apr,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
ICE,May,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
ICE,Jun,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
ICE,Jul,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
ICE,Aug,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
ICE,Sep,0,FY24,2023-11-22,FY24_detentionStats11222023.xlsx
CBP,Oct,17285,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
CBP,Nov,10913,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
CBP,Dec,7608,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
CBP,Jan,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
CBP,Feb,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
CBP,Mar,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
CBP,Apr,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
CBP,May,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
CBP,Jun,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
CBP,Jul,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
CBP,Aug,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
CBP,Sep,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
ICE,Oct,6827,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
ICE,Nov,6755,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
ICE,Dec,3895,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
ICE,Jan,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
ICE,Feb,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
ICE,Mar,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
ICE,Apr,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
ICE,May,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
ICE,Jun,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
ICE,Jul,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
ICE,Aug,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
ICE,Sep,0,FY24,2023-12-20,FY24_detentionStats12202023.xlsx
CBP,Oct,15007,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
CBP,Nov,13569,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
CBP,Dec,14255,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
CBP,Jan,4011,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
CBP,Feb,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
CBP,Mar,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
CBP,Apr,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
CBP,May,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
CBP,Jun,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
CBP,Jul,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
CBP,Aug,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
CBP,Sep,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
ICE,Oct,8615,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
ICE,Nov,7558,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
ICE,Dec,7884,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
ICE,Jan,2363,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
ICE,Feb,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
ICE,Mar,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
ICE,Apr,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
ICE,May,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
ICE,Jun,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
ICE,Jul,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
ICE,Aug,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
ICE,Sep,0,FY25,2025-01-16,FY25_detentionStats01162025.xlsx
CBP,Oct,15006,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
CBP,Nov,13545,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
CBP,Dec,14240,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
CBP,Jan,10198,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
CBP,Feb,3338,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
CBP,Mar,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
CBP,Apr,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
CBP,May,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
CBP,Jun,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
CBP,Jul,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
CBP,Aug,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
CBP,Sep,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
ICE,Oct,8612,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
ICE,Nov,7579,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
ICE,Dec,7883,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
ICE,Jan,11755,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
ICE,Feb,12819,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
ICE,Mar,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
ICE,Apr,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
ICE,May,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
ICE,Jun,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
ICE,Jul,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
ICE,Aug,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
ICE,Sep,0,FY25,2025-02-27,FY25_detentionStats02272025.xlsx
CBP,Oct,15006,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
CBP,Nov,13546,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
CBP,Dec,14240,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
CBP,Jan,10240,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
CBP,Feb,4253,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
CBP,Mar,2760,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
CBP,Apr,0,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
CBP,May,0,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
CBP,Jun,0,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
CBP,Jul,0,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
CBP,Aug,0,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
CBP,Sep,0,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
ICE,Oct,8611,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
ICE,Nov,7580,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
ICE,Dec,7882,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
ICE,Jan,11752,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
ICE,Feb,17377,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
ICE,Mar,13795,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
ICE,Apr,0,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
ICE,May,0,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
ICE,Jun,0,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
ICE,Jul,0,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
ICE,Aug,0,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
ICE,Sep,0,FY25,2025-03-26,FY25_detentionStats03262025.xlsx
CBP,Oct,15006,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
CBP,Nov,13546,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
CBP,Dec,14241,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
CBP,Jan,10240,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
CBP,Feb,4253,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
CBP,Mar,3805,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
CBP,Apr,792,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
CBP,May,0,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
CBP,Jun,0,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
CBP,Jul,0,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
CBP,Aug,0,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
CBP,Sep,0,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
ICE,Oct,8611,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
ICE,Nov,7580,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
ICE,Dec,7882,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
ICE,Jan,11755,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
ICE,Feb,17377,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
ICE,Mar,19122,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
ICE,Apr,3266,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
ICE,May,0,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
ICE,Jun,0,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
ICE,Jul,0,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
ICE,Aug,0,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
ICE,Sep,0,FY25,2025-04-16,FY25_detentionStats04162025.xlsx
CBP,Oct,15006,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
CBP,Nov,13549,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
CBP,Dec,14241,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
CBP,Jan,10241,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
CBP,Feb,4253,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
CBP,Mar,3801,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
CBP,Apr,4605,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
CBP,May,2415,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
CBP,Jun,0,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
CBP,Jul,0,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
CBP,Aug,0,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
CBP,Sep,0,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
ICE,Oct,8610,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
ICE,Nov,7580,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
ICE,Dec,7881,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
ICE,Jan,11754,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
ICE,Feb,17377,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
ICE,Mar,19125,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
ICE,Apr,18217,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
ICE,May,11367,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
ICE,Jun,0,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
ICE,Jul,0,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
ICE,Aug,0,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
ICE,Sep,0,FY25,2025-05-23,FY25_detentionStats05232025.xlsx
CBP,Oct,15006,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
CBP,Nov,13549,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
CBP,Dec,14240,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
CBP,Jan,10239,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
CBP,Feb,4253,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
CBP,Mar,3798,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
CBP,Apr,4604,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
CBP,May,5234,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
CBP,Jun,2560,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
CBP,Jul,0,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
CBP,Aug,0,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
CBP,Sep,0,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
ICE,Oct,8610,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
ICE,Nov,7580,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
ICE,Dec,7881,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
ICE,Jan,11754,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
ICE,Feb,17379,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
ICE,Mar,19127,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
ICE,Apr,18216,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
ICE,May,23662,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
ICE,Jun,16605,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
ICE,Jul,0,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
ICE,Aug,0,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
ICE,Sep,0,FY25,2025-06-20,FY25_detentionStats06202025.xlsx
CBP,Oct,15004,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
CBP,Nov,13547,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
CBP,Dec,14239,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
CBP,Jan,10237,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
CBP,Feb,4252,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
CBP,Mar,3798,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
CBP,Apr,4603,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
CBP,May,5236,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
CBP,Jun,5115,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
CBP,Jul,3172,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
CBP,Aug,0,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
CBP,Sep,0,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
ICE,Oct,8609,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
ICE,Nov,7580,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
ICE,Dec,7881,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
ICE,Jan,11753,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
ICE,Feb,17379,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
ICE,Mar,19123,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
ICE,Apr,18215,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
ICE,May,23649,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
ICE,Jun,31607,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
ICE,Jul,22575,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
ICE,Aug,0,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
ICE,Sep,0,FY25,2025-07-31,FY25_detentionStats07312025.xlsx
CBP,Oct,15004,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
CBP,Nov,13543,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
CBP,Dec,14238,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
CBP,Jan,10237,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
CBP,Feb,4251,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
CBP,Mar,3798,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
CBP,Apr,4603,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
CBP,May,5236,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
CBP,Jun,5112,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
CBP,Jul,3798,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
CBP,Aug,2932,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
CBP,Sep,0,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
ICE,Oct,8609,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
ICE,Nov,7580,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
ICE,Dec,7882,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
ICE,Jan,11753,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
ICE,Feb,17380,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
ICE,Mar,19123,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
ICE,Apr,18216,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
ICE,May,23646,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
ICE,Jun,31597,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
ICE,Jul,27475,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
ICE,Aug,21329,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
ICE,Sep,0,FY25,2025-08-29,FY25_detentionStats08292025.xlsx
CBP,Oct,15004,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
CBP,Nov,13543,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
CBP,Dec,14238,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
CBP,Jan,10237,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
CBP,Feb,4252,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
CBP,Mar,3798,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
CBP,Apr,4602,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
CBP,May,5238,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
CBP,Jun,5114,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
CBP,Jul,3805,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
CBP,Aug,4056,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
CBP,Sep,3462,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
ICE,Oct,8609,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
ICE,Nov,7580,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
ICE,Dec,7884,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
ICE,Jan,11753,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
ICE,Feb,17378,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
ICE,Mar,19123,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
ICE,Apr,18215,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
ICE,May,23642,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
ICE,Jun,31590,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
ICE,Jul,27457,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
ICE,Aug,28308,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
ICE,Sep,21293,FY25,2025-09-25,FY25_detentionStats09252025.xlsx
